CountryID,Name,MovieID,Population,Language,Cities
US,United States of America,10107,5000000.0,Unknown,Unknown
US,United States of America,1267,5000000.0,Unknown,Unknown
US,United States of America,16018,5000000.0,Unknown,Unknown
IT,Italy,22311,5000000.0,Unknown,Unknown
US,United States of America,13249,5000000.0,Unknown,Unknown
US,United States of America,175027,5000000.0,Unknown,Unknown
GB,United Kingdom,1272,67000000.0,English,"London, Manchester, Birmingham"
US,United States of America,1272,5000000.0,Unknown,Unknown
US,United States of America,23024,5000000.0,Unknown,Unknown
DE,Germany,1590,83000000.0,German,"Berlin, Munich, Hamburg"
US,United States of America,1590,5000000.0,Unknown,Unknown
FR,France,32390,65000000.0,French,"Paris, Marseille, Lyon"
US,United States of America,9903,5000000.0,Unknown,Unknown
US,United States of America,28433,5000000.0,Unknown,Unknown
FR,France,10798,65000000.0,French,"Paris, Marseille, Lyon"
IT,Italy,47848,5000000.0,Unknown,Unknown
JP,Japan,102227,126000000.0,Japanese,"Tokyo, Osaka, Kyoto"
US,United States of America,13377,5000000.0,Unknown,Unknown
JP,Japan,14945,126000000.0,Japanese,"Tokyo, Osaka, Kyoto"
ES,Spain,11515,5000000.0,Unknown,Unknown
US,United States of America,11515,5000000.0,Unknown,Unknown
US,United States of America,7183,5000000.0,Unknown,Unknown
US,United States of America,8271,5000000.0,Unknown,Unknown
US,United States of America,1534,5000000.0,Unknown,Unknown
US,United States of America,13158,5000000.0,Unknown,Unknown
US,United States of America,118536,5000000.0,Unknown,Unknown
US,United States of America,23397,5000000.0,Unknown,Unknown
ES,Spain,35838,5000000.0,Unknown,Unknown
FR,France,35838,65000000.0,French,"Paris, Marseille, Lyon"
IT,Italy,35838,5000000.0,Unknown,Unknown
US,United States of America,20405,5000000.0,Unknown,Unknown
US,United States of America,18777,5000000.0,Unknown,Unknown
US,United States of America,16392,5000000.0,Unknown,Unknown
CN,China,17422,5000000.0,Unknown,Unknown
US,United States of America,63951,5000000.0,Unknown,Unknown
GB,United Kingdom,32627,67000000.0,English,"London, Manchester, Birmingham"
US,United States of America,32627,5000000.0,Unknown,Unknown
CZ,Czech Republic,1407,5000000.0,Unknown,Unknown
FR,France,1407,65000000.0,French,"Paris, Marseille, Lyon"
GB,United Kingdom,1407,67000000.0,English,"London, Manchester, Birmingham"
PL,Poland,81309,5000000.0,Unknown,Unknown
US,United States of America,15534,5000000.0,Unknown,Unknown
US,United States of America,30694,5000000.0,Unknown,Unknown
BG,Bulgaria,1441,5000000.0,Unknown,Unknown
US,United States of America,1441,5000000.0,Unknown,Unknown
DE,Germany,6145,83000000.0,German,"Berlin, Munich, Hamburg"
US,United States of America,6145,5000000.0,Unknown,Unknown
GB,United Kingdom,9843,67000000.0,English,"London, Manchester, Birmingham"
KR,South Korea,54659,5000000.0,Unknown,Unknown
US,United States of America,48994,5000000.0,Unknown,Unknown
TW,Taiwan,18767,5000000.0,Unknown,Unknown
US,United States of America,10294,5000000.0,Unknown,Unknown
US,United States of America,32623,5000000.0,Unknown,Unknown
AT,Austria,1987,5000000.0,Unknown,Unknown
CH,Switzerland,1987,5000000.0,Unknown,Unknown
US,United States of America,13067,5000000.0,Unknown,Unknown
GB,United Kingdom,10111,67000000.0,English,"London, Manchester, Birmingham"
US,United States of America,30307,5000000.0,Unknown,Unknown
GB,United Kingdom,1268,67000000.0,English,"London, Manchester, Birmingham"
US,United States of America,1268,5000000.0,Unknown,Unknown
FR,France,1268,65000000.0,French,"Paris, Marseille, Lyon"
DE,Germany,1268,83000000.0,German,"Berlin, Munich, Hamburg"
US,United States of America,185158,5000000.0,Unknown,Unknown
IE,Ireland,21810,5000000.0,Unknown,Unknown
CA,Canada,9785,38000000.0,"English, French","Toronto, Vancouver, Montreal"
US,United States of America,9785,5000000.0,Unknown,Unknown
US,United States of America,13280,5000000.0,Unknown,Unknown
US,United States of America,14636,5000000.0,Unknown,Unknown
US,United States of America,559,5000000.0,Unknown,Unknown
US,United States of America,1950,5000000.0,Unknown,Unknown
US,United States of America,13352,5000000.0,Unknown,Unknown
US,United States of America,28304,5000000.0,Unknown,Unknown
GB,United Kingdom,20553,67000000.0,English,"London, Manchester, Birmingham"
US,United States of America,24397,5000000.0,Unknown,Unknown
JP,Japan,20525,126000000.0,Japanese,"Tokyo, Osaka, Kyoto"
CA,Canada,13894,38000000.0,"English, French","Toronto, Vancouver, Montreal"
RO,Romania,38907,5000000.0,Unknown,Unknown
US,United States of America,18549,5000000.0,Unknown,Unknown
